ip,mac,flag
10.126.68.21,00:50:56:ac:0a:12,none
10.126.68.22,00:50:56:ac:7f:8e,perm_remote
10.126.68.23,00:50:56:ac:04:22,perm_remote
10.126.68.24,00:50:56:ac:31:dc,perm_remote
10.126.68.26,00:50:56:ac:36:70,perm_remote
10.126.68.27,00:50:56:ac:76:a0,none
10.126.68.28,00:50:56:ac:22:c1,perm_remote
10.126.68.29,00:50:56:ac:2a:ec,perm_remote
10.126.68.30,00:50:56:ac:39:b2,none
10.126.68.31,00:50:56:ac:39:a1,none
10.126.68.32,00:50:56:ac:0c:0d,perm_remote
10.126.68.33,00:50:56:ac:75:6e,perm_remote
10.126.68.34,00:50:56:ac:29:28,perm_remote
10.126.68.35,00:50:56:ac:03:48,perm_remote
10.126.68.36,00:50:56:ac:65:64,none
10.126.68.37,00:50:56:ac:7c:a9,none
10.126.68.41,00:50:56:ac:70:16,perm_remote
10.126.68.42,00:50:56:ac:59:9a,perm_remote
10.126.68.43,00:50:56:ac:3b:82,none
10.126.68.44,00:50:56:ac:23:ab,perm_remote
10.126.68.45,00:50:56:ac:04:87,none
10.126.68.46,00:50:56:ac:01:12,perm_remote
10.126.68.47,00:50:56:ac:1f:fb,perm_remote
10.126.68.48,00:50:56:ac:76:64,none
10.126.68.49,00:50:56:ac:60:5d,none
10.126.68.52,00:50:56:ac:4b:47,none
10.126.68.53,00:25:b5:d3:03:a6,perm_remote
10.126.68.54,00:50:56:ac:54:76,none
10.126.68.55,00:50:56:ac:73:fc,none
10.126.68.59,00:50:56:ac:37:c6,perm_remote
10.126.68.64,00:50:56:89:cf:c3,none
10.126.68.65,00:50:56:89:a0:60,perm_remote
10.126.68.66,00:50:56:89:67:c4,none
10.126.68.67,00:50:56:89:65:8d,none
10.126.68.68,00:50:56:ac:16:2c,perm_remote
10.126.68.71,00:50:56:ae:42:0d,perm_remote
10.126.68.72,00:50:56:ae:42:0d,perm_remote
10.126.68.73,00:50:56:ac:36:da,none
10.126.68.74,00:50:56:ac:72:44,none
10.126.68.75,00:50:56:ac:37:31,perm_remote
10.126.68.76,00:50:56:ac:75:47,perm_remote
10.126.68.78,00:50:56:ac:1b:83,none
10.126.68.79,00:50:56:ac:58:ac,perm_remote
10.126.68.80,00:50:56:ac:62:53,none
10.126.68.81,00:50:56:ac:3e:cf,none
10.126.68.82,00:50:56:ac:2c:97,perm_remote
10.126.68.83,00:50:56:ac:3a:52,perm_remote
10.126.68.84,00:50:56:ac:1e:68,perm_remote
10.126.68.85,00:50:56:ac:70:9a,perm_remote
10.126.68.86,00:50:56:ac:21:13,perm_remote
10.126.68.87,00:50:56:ac:5a:e2,perm_remote
10.126.68.88,00:50:56:ac:19:98,perm_remote
10.126.68.89,00:50:56:ac:58:ac,perm_remote
10.126.68.92,00:50:56:ac:25:20,none
10.126.68.95,00:50:56:ac:37:03,perm_remote
10.126.68.96,00:50:56:ac:15:c7,perm_remote
10.126.68.97,00:50:56:ac:4d:e7,none
10.126.68.98,00:50:56:ac:5b:11,none
10.126.68.99,00:50:56:ac:69:d0,perm_remote
10.126.68.100,00:50:56:ac:27:a5,perm_remote
10.126.68.101,00:50:56:ac:06:ec,perm_remote
10.126.68.102,00:50:56:ac:50:41,perm_remote
10.126.68.103,00:50:56:ac:25:01,none
10.126.68.104,00:50:56:ac:1c:de,perm_remote
10.126.68.105,00:50:56:ac:10:6c,none
10.126.68.106,00:50:56:ac:41:b5,none
10.126.68.108,00:50:56:ac:52:5d,none
10.126.68.109,00:50:56:ac:29:63,perm_remote
10.126.68.110,00:50:56:ac:3d:19,perm_remote
10.126.68.111,00:50:56:ac:29:d2,perm_remote
10.126.68.112,00:50:56:ac:41:27,perm_remote
10.126.68.113,00:50:56:ac:36:ed,perm_remote
10.126.68.114,00:50:56:ac:5f:de,none
10.126.68.115,00:50:56:ac:0d:7c,perm_remote
10.126.68.116,00:50:56:ac:40:da,none
10.126.68.117,00:50:56:ac:32:dd,none
10.126.68.118,00:50:56:ac:2c:05,none
10.126.68.119,00:50:56:ac:69:6f,perm_remote
10.126.68.120,00:50:56:ac:1e:1d,perm_remote
10.126.68.121,00:50:56:ac:3b:7b,none
10.126.68.122,00:50:56:ac:68:3b,perm_remote
10.126.68.123,00:50:56:ac:72:15,none
10.126.68.124,00:50:56:ac:20:a6,perm_remote
10.126.68.125,00:50:56:ac:31:89,none
10.126.68.126,00:50:56:ac:08:be,none
10.126.68.127,00:50:56:ac:39:f1,perm_remote
10.126.68.128,00:50:56:ac:37:58,perm_remote
10.126.68.129,00:50:56:ac:0a:32,none
10.126.68.130,00:50:56:ac:5a:fe,none
10.126.68.131,00:50:56:ac:0c:2a,perm_remote
10.126.68.132,00:50:56:ac:42:0a,perm_remote
10.126.68.133,00:50:56:ac:75:86,none
10.126.68.134,00:50:56:ac:34:71,perm_remote
10.126.68.135,00:50:56:ac:6c:35,none
10.126.68.136,00:50:56:ac:09:4b,none
10.126.68.137,00:50:56:ac:5e:8a,perm_remote
10.126.68.138,00:50:56:ac:6a:dc,perm_remote
10.126.68.139,00:50:56:ac:44:0f,perm_remote
10.126.68.140,00:50:56:ac:3f:4f,none
10.126.68.141,00:1a:4a:56:c6:b4,perm_remote
10.126.68.142,00:1a:4a:56:c6:d0,perm_remote
10.126.68.143,00:50:56:ac:7d:07,none
10.126.68.144,00:50:56:ac:57:59,perm_remote
10.126.68.145,00:50:56:ac:76:7c,perm_remote
10.126.68.146,00:50:56:ac:7f:e9,perm_remote
10.126.68.147,00:50:56:ac:56:96,none
10.126.68.148,00:50:56:ac:02:b6,none
10.126.68.149,00:50:56:ac:3d:2e,none
10.126.68.150,00:50:56:ac:2e:63,perm_remote
10.126.68.151,00:50:56:ac:44:0e,none
10.126.68.152,00:50:56:ac:1d:6d,perm_remote
10.126.68.153,00:50:56:ac:6e:7a,none
10.126.68.154,00:50:56:ac:37:58,perm_remote
10.126.68.155,00:50:56:ac:40:da,none
10.126.68.156,00:01:a4:ab:8d:e8,perm_remote
10.126.68.157,00:01:a4:ab:8d:ec,perm_remote
10.126.68.158,00:01:a4:ab:98:27,perm_remote
10.126.68.159,00:01:a4:ab:9a:70,none
10.126.68.160,00:01:a4:ab:98:26,none
10.126.68.162,00:01:a4:ab:98:4d,perm_remote
10.126.68.163,00:01:a4:ab:8f:f0,none
10.126.68.164,00:50:56:ac:00:11,perm_remote
10.126.68.165,00:01:a4:ab:8f:f4,perm_remote
10.126.68.166,00:50:56:ac:52:f0,perm_remote
10.126.68.167,00:50:56:ac:57:9a,perm_remote
10.126.68.168,00:50:56:ac:47:f4,perm_remote
10.126.68.169,00:50:56:ac:0b:00,perm_remote
10.126.68.170,00:50:56:ac:6a:6e,perm_remote
10.126.68.171,00:50:56:ac:73:21,perm_remote
10.126.68.172,00:50:56:ac:31:60,perm_remote
10.126.68.173,00:50:56:ac:5d:f2,perm_remote
10.126.68.174,00:50:56:ac:13:b8,perm_remote
10.126.68.175,00:50:56:ac:47:59,perm_remote
10.126.68.176,00:50:56:ac:19:e3,perm_remote
10.126.68.177,00:50:56:ac:1c:e7,perm_remote
10.126.68.178,00:50:56:ac:67:a7,none
10.126.68.179,00:50:56:ac:35:e8,perm_remote
10.126.68.180,00:50:56:ac:1c:c9,perm_remote
10.126.68.181,00:50:56:ac:47:4d,perm_remote
10.126.68.182,00:50:56:ac:55:e4,none
10.126.68.183,00:50:56:ac:2c:03,none
10.126.68.184,00:50:56:ac:75:7f,perm_remote
10.126.68.185,00:50:56:ac:3a:44,none
10.126.68.186,00:50:56:89:db:df,perm_remote
10.126.68.187,00:50:56:ac:72:db,perm_remote
10.126.68.188,00:50:56:ac:6c:dd,perm_remote
10.126.68.189,00:50:56:ac:45:55,perm_remote
10.126.68.190,00:50:56:ac:55:bf,perm_remote
10.126.68.191,00:50:56:ac:11:5b,perm_remote
10.126.68.192,00:50:56:ac:28:76,none
10.126.68.193,00:50:56:ac:72:07,perm_remote
10.126.68.194,00:50:56:ac:6d:db,perm_remote
10.126.68.195,00:50:56:ac:4e:f2,none
10.126.68.196,00:50:56:ac:7d:a3,perm_remote
10.126.68.197,00:50:56:ac:54:88,none
10.126.68.198,00:50:56:ac:2f:8c,perm_remote
10.126.68.199,00:50:56:ac:0c:c1,perm_remote
10.126.68.200,00:50:56:ac:7a:07,perm_remote
10.126.68.201,00:50:56:ac:27:1a,none
10.126.68.202,00:50:56:ac:3d:35,perm_remote
10.126.68.203,00:50:56:ac:0f:a0,perm_remote
10.126.68.204,00:50:56:ac:3c:a3,perm_remote
10.126.68.205,00:50:56:ac:4f:9f,none
10.126.68.206,00:50:56:ac:56:a1,perm_remote
10.126.68.207,00:50:56:ac:04:21,none
10.126.68.208,00:50:56:ac:58:6b,none
10.126.68.209,00:50:56:ac:48:cd,perm_remote
10.126.68.210,00:50:56:ac:3b:ad,perm_remote
10.126.68.211,00:50:56:ac:51:8e,none
10.126.68.212,00:50:56:ac:15:8f,perm_remote
10.126.68.213,00:50:56:ac:0c:ff,perm_remote
10.126.68.214,00:50:56:ac:24:6d,perm_remote
10.126.68.215,00:50:56:ae:07:af,none
10.126.68.216,00:50:56:ac:58:ff,perm_remote
10.126.68.220,00:50:56:ae:07:b3,perm_remote
10.126.68.221,00:50:56:ac:48:9a,none
10.126.68.222,00:50:56:ac:68:71,perm_remote
10.126.68.223,00:50:56:ac:58:8b,perm_remote
10.126.68.224,00:50:56:ac:51:5d,none
10.126.68.225,00:50:56:ac:0f:a7,perm_remote
10.126.68.226,00:50:56:ac:3c:dd,none
10.126.68.227,00:50:56:ac:0e:5f,none
10.126.68.228,00:50:56:ac:55:ab,none
10.126.68.229,00:50:56:ac:08:3b,perm_remote
10.126.68.230,00:50:56:ac:7b:b7,perm_remote
10.126.68.231,00:50:56:bc:1f:44,perm_remote
10.126.68.232,00:50:56:ac:5d:f0,none
10.126.68.233,00:50:56:ac:3e:84,none
10.126.68.234,00:50:56:ac:0f:52,perm_remote
10.126.68.235,00:50:56:ac:07:96,perm_remote
10.126.68.236,00:50:56:ac:61:0b,none
10.126.68.237,00:50:56:ac:39:28,perm_remote
10.126.68.238,00:50:56:ac:03:56,none
10.126.68.239,00:50:56:ac:0f:e7,perm_remote
10.126.68.241,00:50:56:ac:72:39,perm_remote
10.126.68.242,00:50:56:ac:35:25,perm_remote
10.126.68.243,00:50:56:ac:55:88,perm_remote
10.126.68.244,00:50:56:ac:0f:22,perm_remote
10.126.68.245,00:50:56:ac:7b:26,none
10.126.68.246,00:50:56:ac:19:83,perm_remote
10.126.68.247,00:50:56:ac:11:76,perm_remote
10.126.68.248,00:50:56:ac:47:33,none
10.126.68.249,00:50:56:ac:0a:1c,perm_remote
10.126.68.250,00:50:56:ac:31:74,none
10.126.68.251,00:50:56:ac:58:84,perm_remote
10.126.68.252,00:50:56:ac:7e:e6,perm_remote
10.126.68.253,00:50:56:ac:78:51,none
10.126.69.1,00:50:56:bc:7b:f7,perm_remote
10.126.69.2,00:50:56:ac:59:17,perm_remote
10.126.69.3,00:50:56:ac:24:d0,perm_remote
10.126.69.4,00:50:56:ac:01:82,none
10.126.69.5,00:50:56:ac:3b:66,perm_remote
10.126.69.6,00:50:56:ac:13:1a,none
10.126.69.7,00:50:56:ac:31:4e,perm_remote
10.126.69.8,00:50:56:ac:0d:c7,none
10.126.69.9,00:50:56:ac:26:0a,none
10.126.69.10,00:50:56:ac:39:8b,none
10.126.69.11,00:50:56:ac:48:89,none
10.126.69.12,00:50:56:ac:4e:1b,none
10.126.69.14,00:50:56:ac:04:af,none
10.126.69.15,00:50:56:ac:52:ed,perm_remote
10.126.69.16,00:50:56:ac:30:76,none
10.126.69.17,00:50:56:ae:07:cd,none
10.126.69.18,00:50:56:ae:07:ce,none
10.126.69.19,00:50:56:ae:07:cf,perm_remote
10.126.69.20,00:50:56:ae:07:d8,perm_remote
10.126.69.21,00:50:56:ac:65:34,none
10.126.69.22,00:50:56:ac:41:1d,perm_remote
10.126.69.23,00:50:56:ac:72:e1,none
10.126.69.24,00:50:56:ac:4c:02,none
10.126.69.25,00:50:56:ac:19:8b,perm_remote
10.126.69.26,00:50:56:ae:07:d0,perm_remote
10.126.69.27,00:50:56:ae:07:d9,none
10.126.69.28,00:50:56:ae:07:da,none
10.126.69.29,00:50:56:ae:07:db,perm_remote
10.126.69.30,00:50:56:bc:5a:39,perm_remote
10.126.69.31,00:50:56:ae:08:80,perm_remote
10.126.69.32,00:50:56:ac:11:95,none
10.126.69.33,00:50:56:ae:08:9d,perm_remote
10.126.69.34,00:50:56:ae:07:87,perm_remote
10.126.69.35,00:50:56:ae:07:88,perm_remote
10.126.69.40,00:50:56:ac:63:67,none
10.126.69.41,00:50:56:ac:6e:8b,none
10.126.69.58,00:50:56:ae:08:dd,none
10.126.69.59,00:50:56:ae:08:de,none
10.126.69.60,00:50:56:ae:08:74,none
10.126.69.67,00:50:56:ae:08:73,perm_remote
10.126.69.68,00:50:56:ae:08:03,none
10.126.69.69,00:50:56:ae:28:29,none
10.126.69.70,00:50:56:ae:28:29,none
10.126.69.71,00:50:56:99:05:25,none
10.126.69.72,00:50:56:99:05:25,none
10.126.69.73,00:50:56:ac:32:25,perm_remote
10.126.69.74,00:50:56:ac:27:e8,none
10.126.69.75,00:50:56:ac:61:05,none
10.126.69.76,00:50:56:ac:77:07,perm_remote
10.126.69.77,00:50:56:ac:1e:b9,none
10.126.69.78,00:50:56:ac:20:fd,perm_remote
10.126.69.79,00:50:56:ac:26:0b,none
10.126.69.80,00:50:56:ac:41:52,perm_remote
10.126.69.81,00:50:56:ac:7b:6b,perm_remote
10.126.69.82,00:50:56:ac:02:59,none
10.126.69.83,00:50:56:ac:43:2b,perm_remote
10.126.69.84,00:50:56:ac:42:76,none
10.126.69.85,00:50:56:ac:73:78,none
10.126.69.86,00:50:56:89:95:19,perm_remote
10.126.69.87,00:50:56:89:63:c9,perm_remote
10.126.69.90,00:50:56:ae:08:b3,perm_remote
10.126.69.91,00:50:56:ae:08:b5,none
10.126.69.92,00:50:56:ae:41:f2,none
10.126.69.93,00:50:56:ae:41:f1,perm_remote
10.126.69.94,00:50:56:bc:5b:c4,perm_remote
10.126.69.97,00:50:56:bc:55:6f,perm_remote
10.126.69.98,00:50:56:bc:34:24,perm_remote
10.126.69.99,00:50:56:bc:2e:a6,none
10.126.69.105,00:50:56:ae:07:ee,perm_remote
10.126.69.106,00:50:56:ae:07:f0,perm_remote
10.126.69.107,00:50:56:ae:07:f2,none
10.126.69.108,00:50:56:ae:07:f3,perm_remote
10.126.69.109,00:50:56:ae:07:f4,none
10.126.69.111,00:50:56:ae:07:f6,none
10.126.69.113,00:50:56:ae:07:f8,perm_remote
10.126.69.117,00:50:56:ae:28:29,none
10.126.69.118,00:50:56:ae:28:2b,none
10.126.69.119,00:50:56:ae:33:83,perm_remote
10.126.69.120,00:50:56:ae:33:8f,perm_remote
10.126.69.122,00:50:56:bc:74:ad,perm_remote
10.126.69.123,00:50:56:ae:33:b8,perm_remote
10.126.69.124,00:50:56:bc:52:9b,none
10.126.69.125,00:50:56:bc:76:48,none
10.126.69.126,00:50:56:ae:07:de,perm_remote
10.126.69.127,00:50:56:ae:41:e2,perm_remote
10.126.69.128,00:50:56:ae:08:16,none
10.126.69.129,00:50:56:ae:07:8f,perm_remote
10.126.69.130,00:50:56:bc:6f:db,perm_remote
10.126.69.131,00:50:56:ae:07:b8,perm_remote
10.126.69.134,00:50:56:ae:07:fe,none
10.126.69.135,00:50:56:ae:07:fa,none
10.126.69.136,00:50:56:bc:37:46,perm_remote
10.126.69.137,00:50:56:bc:3e:ce,none
10.126.69.138,00:50:56:ac:5b:6a,none
10.126.69.141,00:50:56:bc:74:83,none
10.126.69.142,00:50:56:ae:07:68,none
10.126.69.143,00:50:56:ae:42:09,perm_remote
10.126.69.144,00:50:56:ae:42:0d,none
10.126.69.145,00:50:56:ae:41:ed,perm_remote
10.126.69.146,00:50:56:ae:42:11,perm_remote
10.126.69.147,00:50:56:ae:42:12,none
10.126.69.148,00:50:56:ae:42:13,perm_remote
10.126.69.149,00:50:56:ae:42:08,perm_remote
10.126.69.150,00:50:56:ae:42:07,perm_remote
10.126.69.154,00:50:56:ae:08:d2,perm_remote
10.126.69.155,00:50:56:ae:08:d0,perm_remote
10.126.69.159,00:50:56:bc:57:85,perm_remote
10.126.69.160,00:50:56:bc:6f:50,none
10.126.69.163,00:50:56:bc:1a:da,perm_remote
10.126.69.166,00:50:56:bc:59:71,perm_remote
10.126.69.167,00:50:56:bc:09:88,none
10.126.69.168,00:50:56:bc:06:f4,none
10.126.69.169,00:50:56:ae:07:b6,none
10.126.69.170,00:50:56:ae:07:c0,perm_remote
10.126.69.171,00:50:56:ae:07:c1,none
10.126.69.172,00:50:56:ae:07:c2,none
10.126.69.173,00:50:56:ae:07:c3,perm_remote
10.126.69.174,00:50:56:ae:07:c4,perm_remote
10.126.69.177,00:50:56:ae:33:bc,perm_remote
10.126.69.178,00:50:56:ae:33:1f,none
10.126.69.179,00:50:56:ae:33:be,none
10.126.69.180,00:50:56:ae:33:bf,perm_remote
10.126.69.181,00:50:56:ae:33:c3,none
10.126.69.182,00:50:56:ae:43:7c,perm_remote
10.126.69.183,00:50:56:ae:43:7f,perm_remote
10.126.69.184,00:50:56:ae:43:80,none
10.126.69.185,00:50:56:ae:08:12,perm_remote
10.126.69.186,00:50:56:ae:08:33,perm_remote
10.126.69.187,00:50:56:ae:08:0d,perm_remote
10.126.69.189,00:50:56:ae:08:bc,perm_remote
10.126.69.191,00:50:56:ae:08:bb,perm_remote
10.126.69.192,00:50:56:bc:11:fb,perm_remote
10.126.69.193,00:50:56:bc:78:ea,perm_remote
10.126.69.194,00:50:56:ae:07:92,none
10.126.69.195,00:50:56:ae:08:8d,none
10.126.69.197,00:50:56:ae:08:83,perm_remote
10.126.69.198,00:50:56:bc:03:74,none
10.126.69.199,00:50:56:bc:39:27,none
10.126.69.200,00:50:56:ae:08:a2,none
10.126.69.201,00:50:56:bc:17:18,perm_remote
10.126.69.202,00:50:56:bc:52:00,none
10.126.69.204,00:50:56:bc:22:fb,none
10.126.69.205,00:50:56:bc:1a:03,none
10.126.69.206,00:50:56:bc:60:dd,none
10.126.69.208,00:50:56:ae:08:9f,none
10.126.69.209,00:50:56:ae:6a:e1,none
10.126.69.210,00:50:56:bc:31:37,none
10.126.69.212,00:50:56:bc:00:44,none
10.126.69.213,00:50:56:bc:3c:45,none
10.126.69.214,00:50:56:bc:1f:eb,none
10.126.69.215,00:50:56:bc:71:97,perm_remote
10.126.69.217,00:50:56:99:05:25,none
10.126.69.218,00:50:56:89:00:09,perm_remote
10.126.69.219,00:50:56:89:00:0e,perm_remote
10.126.69.220,00:50:56:ae:08:41,perm_remote
10.126.69.221,00:50:56:ae:08:75,perm_remote
10.126.69.222,00:50:56:ae:08:3f,none
10.126.69.239,00:50:56:bc:17:7b,perm_remote
10.126.69.240,00:50:56:ae:08:bd,perm_remote
10.126.69.241,00:50:56:bc:1d:7f,none
10.126.69.242,00:50:56:bc:6d:22,none
10.126.69.244,00:50:56:bc:7d:51,perm_remote
10.126.69.245,00:50:56:bc:32:0b,perm_remote
10.126.69.246,00:50:56:bc:62:b1,none
10.126.69.247,00:50:56:bc:68:7a,perm_remote
10.126.69.248,00:50:56:ae:08:39,perm_remote
10.126.69.251,00:50:56:bc:3e:18,perm_remote
10.126.69.252,00:50:56:bc:12:4d,perm_remote
10.126.69.254,00:50:56:ae:41:ec,perm_remote
10.126.70.10,00:50:56:ac:4e:c8,perm_remote
10.126.70.11,00:50:56:ac:4e:c8,perm_remote
10.126.70.12,00:50:56:ac:4e:c8,perm_remote
10.126.70.13,00:50:56:ac:4e:c8,perm_remote
10.126.70.14,00:50:56:ac:4e:c8,perm_remote
10.126.70.15,00:50:56:ac:4e:c8,perm_remote
10.126.70.16,00:50:56:ac:4e:c8,perm_remote
10.126.70.17,00:50:56:ac:4e:c8,perm_remote
10.126.70.18,00:50:56:ac:4e:c8,perm_remote
10.126.70.19,00:50:56:ac:4e:c8,perm_remote
10.126.70.102,00:50:56:bc:7d:30,none
10.126.70.103,00:50:56:99:73:10,perm_remote
10.126.70.107,00:50:56:ae:08:e8,perm_remote
10.126.70.111,00:50:56:ac:3e:a5,perm_remote
10.126.70.112,00:50:56:ac:05:ef,none
10.126.70.114,00:50:56:bc:66:99,perm_remote
10.126.70.115,00:50:56:bc:32:68,perm_remote
10.126.70.117,00:50:56:bc:3b:49,none
10.126.70.118,00:50:56:bc:2c:05,none
10.126.70.119,00:50:56:ac:17:d2,none
10.126.70.120,00:50:56:bc:55:11,perm_remote
10.126.70.121,00:50:56:bc:18:6d,perm_remote
10.126.70.122,00:50:56:bc:22:44,perm_remote
10.126.70.123,00:50:56:bc:61:93,perm_remote
10.126.70.124,00:50:56:bc:4b:4f,perm_remote
10.126.70.125,00:50:56:bc:16:a3,none
10.126.70.126,00:50:56:ae:08:07,perm_remote
10.126.70.128,00:50:56:ae:08:06,perm_remote
10.126.70.129,00:50:56:ac:1a:c7,none
10.126.70.130,00:50:56:ac:32:22,perm_remote
10.126.70.131,00:50:56:bc:5e:48,perm_remote
10.126.70.132,00:50:56:ac:3f:f2,none
10.126.70.133,00:50:56:bc:00:e9,perm_remote
10.126.70.134,00:50:56:bc:3c:99,perm_remote
10.126.70.135,00:50:56:ae:08:34,none
10.126.70.136,00:50:56:ae:08:8f,perm_remote
10.126.70.137,00:50:56:ae:08:df,perm_remote
10.126.70.138,00:50:56:bc:2d:16,none
10.126.70.139,00:50:56:bc:32:71,perm_remote
10.126.70.140,00:50:56:bc:4c:54,perm_remote
10.126.70.142,00:50:56:89:25:da,none
10.126.70.145,00:50:56:ae:08:d4,perm_remote
10.126.70.146,00:50:56:bc:0e:e2,none
10.126.70.147,00:50:56:bc:11:86,perm_remote
10.126.70.148,00:50:56:bc:75:d6,perm_remote
10.126.70.149,00:50:56:ae:5c:ab,none
10.126.70.150,00:50:56:ae:6e:bd,perm_remote
10.126.70.151,00:50:56:bc:35:d8,none
10.126.70.152,00:50:56:ae:6e:be,perm_remote
10.126.70.153,00:50:56:ae:6e:a7,perm_remote
10.126.70.154,00:50:56:ae:6e:a8,none
10.126.70.155,00:50:56:ae:6e:a9,perm_remote
10.126.70.156,00:50:56:ae:6e:aa,perm_remote
10.126.70.157,00:50:56:bc:13:4a,perm_remote
10.126.70.158,00:50:56:ac:2d:da,perm_remote
10.126.70.160,00:50:56:ae:07:e0,perm_remote
10.126.70.161,00:50:56:ae:07:e1,none
10.126.70.162,00:50:56:ae:07:e2,none
10.126.70.167,00:50:56:ae:33:ba,none
10.126.70.219,00:50:56:bc:70:c5,none
10.126.70.220,00:50:56:bc:65:ff,none
10.126.70.221,00:50:56:bc:1d:22,perm_remote
10.126.70.222,00:50:56:bc:07:02,none
10.126.70.223,00:50:56:ac:14:6a,perm_remote
10.126.70.224,00:50:56:ae:08:e9,perm_remote
10.126.70.225,00:50:56:ac:00:ae,none
10.126.70.226,00:50:56:bc:71:38,none
10.126.70.227,00:50:56:bc:54:ad,none
10.126.70.228,00:50:56:bc:52:45,perm_remote
10.126.70.229,00:50:56:bc:1d:57,none
10.126.70.230,00:50:56:bc:3d:6b,perm_remote
10.126.70.231,00:50:56:bc:7f:8d,perm_remote
10.126.70.232,00:50:56:ac:15:2e,none
10.126.70.233,00:50:56:bc:3b:fe,perm_remote
10.126.70.234,00:50:56:ae:08:e3,perm_remote
10.126.70.235,00:50:56:ae:08:e4,perm_remote
10.126.70.236,00:50:56:ae:08:e7,none
10.126.70.237,00:50:56:ae:08:e6,perm_remote
10.126.70.238,00:50:56:ae:41:b2,perm_remote
10.126.70.239,00:50:56:ae:41:b7,perm_remote
10.126.70.240,00:50:56:ae:41:b4,perm_remote
10.126.70.241,00:50:56:bc:09:ca,perm_remote
10.126.70.242,00:50:56:bc:4a:63,perm_remote
10.126.70.243,00:50:56:ae:41:b5,none
10.126.70.244,00:50:56:ae:41:b6,none
10.126.70.245,00:50:56:bc:38:bc,perm_remote
10.126.70.246,00:50:56:bc:58:32,none
10.126.70.247,00:50:56:bc:26:34,none
10.126.70.248,00:50:56:bc:01:e1,none
10.126.70.249,00:50:56:bc:10:94,perm_remote
10.126.70.250,00:50:56:bc:75:88,none
10.126.70.251,00:50:56:bc:45:51,none
10.126.70.252,00:50:56:bc:4b:c1,none
10.126.70.253,00:50:56:ae:07:9f,perm_remote
10.126.70.254,00:50:56:bc:0a:81,perm_remote
10.126.70.255,00:50:56:bc:64:bd,none
10.126.71.1,00:50:56:bc:3d:7a,none
10.126.71.2,00:50:56:bc:79:d2,none
10.126.71.3,00:50:56:bc:66:c1,none
10.126.71.4,00:50:56:bc:1a:4f,none
10.126.71.5,00:50:56:bc:0b:16,perm_remote
10.126.71.6,00:50:56:bc:64:49,none
10.126.71.7,00:50:56:bc:17:50,none
10.126.71.8,00:50:56:bc:53:bb,none
10.126.71.9,00:50:56:bc:3b:d6,perm_remote
10.126.71.10,00:50:56:bc:2f:15,perm_remote
10.126.71.11,00:50:56:bc:70:fc,none
10.126.71.12,00:50:56:bc:3f:73,none
10.126.71.13,00:50:56:bc:15:55,perm_remote
10.126.71.14,00:50:56:bc:50:94,none
10.126.71.15,00:50:56:bc:35:71,perm_remote
10.126.71.16,00:50:56:ae:43:82,perm_remote
10.126.71.18,00:50:56:bc:4f:62,none
10.126.71.19,00:50:56:ac:24:a3,perm_remote
10.126.71.20,00:50:56:ac:53:cc,none
10.126.71.21,00:50:56:ae:42:06,none
10.126.71.22,00:50:56:ae:42:00,none
10.126.71.24,00:50:56:ac:35:c6,perm_remote
10.126.71.25,00:50:56:ae:5c:b4,perm_remote
10.126.71.26,00:50:56:bc:02:2d,perm_remote
10.126.71.27,00:50:56:ac:69:f9,perm_remote
10.126.71.28,00:50:56:bc:1b:77,perm_remote
10.126.71.29,00:50:56:ac:67:88,perm_remote
10.126.71.30,00:50:56:ac:68:13,none
10.126.71.31,00:50:56:bc:22:cb,none
10.126.71.32,00:50:56:bc:26:3b,perm_remote
10.126.71.33,00:50:56:bc:66:7a,perm_remote
10.126.71.34,00:50:56:ae:5c:c0,perm_remote
10.126.71.35,00:50:56:bc:11:32,none
10.126.71.36,00:50:56:bc:44:7c,none
10.126.71.37,00:50:56:ae:43:99,perm_remote
10.126.71.39,00:50:56:ae:28:38,none
10.126.71.40,00:50:56:ae:28:40,none
10.126.71.41,00:50:56:bc:69:60,perm_remote
10.126.71.42,00:50:56:bc:25:48,perm_remote
10.126.71.43,00:50:56:bc:4d:65,perm_remote
10.126.71.44,00:50:56:bc:7f:74,none
10.126.71.45,00:50:56:bc:6d:d3,perm_remote
10.126.71.46,00:50:56:bc:24:dc,none
10.126.71.47,00:50:56:bc:0f:6f,perm_remote
10.126.71.48,00:50:56:bc:5c:ec,none
10.126.71.49,00:50:56:bc:68:32,perm_remote
10.126.71.50,00:50:56:bc:57:3b,perm_remote
10.126.71.51,00:50:56:bc:59:5c,perm_remote
10.126.71.52,00:50:56:bc:7a:32,perm_remote
10.126.71.53,00:50:56:ae:5c:e6,none
10.126.71.54,00:50:56:bc:00:e8,perm_remote
10.126.71.55,00:50:56:ae:76:49,none
10.126.71.56,00:50:56:ae:5c:d2,perm_remote
10.126.71.57,00:50:56:ae:23:23,none
10.126.71.58,00:50:56:ae:1b:b7,perm_remote
10.126.71.59,00:50:56:ae:5c:d5,perm_remote
10.126.71.60,00:50:56:bc:41:4d,none
10.126.71.61,00:50:56:bc:39:35,perm_remote
10.126.71.62,00:50:56:ae:23:22,perm_remote
10.126.71.63,00:50:56:bc:1d:35,none
10.126.71.64,00:50:56:bc:20:87,perm_remote
10.126.71.65,00:50:56:bc:26:ef,perm_remote
